name,smiles,smiles_cleaned
rimexolone,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
REV-5901,CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1,CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1
atrasentan,CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1c1ccc(OC)cc1)C(O)=O)c1ccc2OCOc2c1,CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1c1ccc(OC)cc1)C(O)=O)c1ccc2OCOc2c1
lidamidine,CNC(=N)NC(=O)Nc1c(C)cccc1C,CNC(=N)NC(=O)Nc1c(C)cccc1C
azathioprine,"Cn1cnc(c1Sc1[nH]cnc2ncnc12)[N+]([O-])=O, Cn1cnc(c1Sc1[nH]cnc2ncnc12)[N+]([O-])=O, Cn1cnc(c1Sc1[nH]cnc2ncnc12)[N+]([O-])=O",Cn1cnc(c1Sc1[nH]cnc2ncnc12)[N+]([O-])=O
BTS-54505,"CC(C)CC(N)C1(CCC1)c1ccc(Cl)cc1, CC(C)CC(N)C1(CCC1)c1ccc(Cl)cc1",CC(C)CC(N)C1(CCC1)c1ccc(Cl)cc1
setiptiline,CN1CCC2=C(C1)c1ccccc1Cc1ccccc21,CN1CCC2=C(C1)c1ccccc1Cc1ccccc21
lumacaftor,Cc1ccc(NC(=O)C2(CC2)c2ccc3OC(F)(F)Oc3c2)nc1-c1cccc(c1)C(O)=O,Cc1ccc(NC(=O)C2(CC2)c2ccc3OC(F)(F)Oc3c2)nc1-c1cccc(c1)C(O)=O
dorzolamide,CCN[C@@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,CCN[C@@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O
clofazimine,"CC(C)\N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc2cc1Nc1ccc(Cl)cc1, CC(C)\N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc2cc1Nc1ccc(Cl)cc1, CC(C)\N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc2cc1Nc1ccc(Cl)cc1",CC(C)\N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc2cc1Nc1ccc(Cl)cc1
SR-59230A,"CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc12, CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc12",CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc12
Y-39983,C[C@@H](N)c1ccc(cc1)C(=O)Nc1ccnc2[nH]ccc12,C[C@@H](N)c1ccc(cc1)C(=O)Nc1ccnc2[nH]ccc12
SB-205384,"CC#CCOC(=O)c1c(C)nc2sc3CC(O)CCc3c2c1N, CC#CCOC(=O)c1c(C)nc2sc3CC(O)CCc3c2c1N",CC#CCOC(=O)c1c(C)nc2sc3CC(O)CCc3c2c1N
indomethacin,"COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1, COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1, COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1",COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1
CGP-7930,"CC(C)(CO)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C, CC(C)(CO)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C",CC(C)(CO)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
cilengitide,CC(C)[C@@H]1N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O,CC(C)[C@@H]1N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O
CGP-13501,CC(C)(Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)C=O,CC(C)(Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)C=O
fidaxomicin,CC[C@H]1\C=C(C)/[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)\C(=O)O[C@H](C\C=C(C)\C=C(C)[C@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@H]1O)[C@@H](C)O,CC[C@H]1\C=C(C)/[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)\C(=O)O[C@H](C\C=C(C)\C=C(C)[C@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@H]1O)[C@@H](C)O
SDZ-21009,CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1
indapamide,"CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O, CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O",CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O
5-iodo-A-85380,"Ic1cncc(OC[C@@H]2CCN2)c1, Ic1cncc(OC[C@@H]2CCN2)c1",Ic1cncc(OC[C@@H]2CCN2)c1
oseltamivir-carboxylate,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O
eletriptan,"CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12, CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12, CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12, CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12",CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
RAF265,Cn1c(Nc2ccc(cc2)C(F)(F)F)nc2cc(Oc3ccnc(c3)-c3ncc([nH]3)C(F)(F)F)ccc12,Cn1c(Nc2ccc(cc2)C(F)(F)F)nc2cc(Oc3ccnc(c3)-c3ncc([nH]3)C(F)(F)F)ccc12
DCPIB,CCCCC1(Cc2cc(OCCCC(O)=O)c(Cl)c(Cl)c2C1=O)C1CCCC1,CCCCC1(Cc2cc(OCCCC(O)=O)c(Cl)c(Cl)c2C1=O)C1CCCC1
quercetin,"Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O, Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O, Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O, Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O, Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O",Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O
BAY-K-8644-(s)-(-),COC(=O)C1=C(C)NC(C)=C([C@H]1c1ccccc1C(F)(F)F)[N+]([O-])=O,COC(=O)C1=C(C)NC(C)=C([C@H]1c1ccccc1C(F)(F)F)[N+]([O-])=O
itopride,COc1ccc(cc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1,COc1ccc(cc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1
VLX600,C\C(=N\Nc1nnc2c(n1)[nH]c1c(C)cccc21)c1ccccn1,C\C(=N\Nc1nnc2c(n1)[nH]c1c(C)cccc21)c1ccccn1
thioctic-acid,OC(=O)CCCCC1CCSS1,OC(=O)CCCCC1CCSS1
EVP-6124,Clc1cccc2cc(sc12)C(=O)N[C@H]1CN2CCC1CC2,Clc1cccc2cc(sc12)C(=O)N[C@H]1CN2CCC1CC2
ibudilast,"CC(C)C(=O)c1c(nn2ccccc12)C(C)C, CC(C)C(=O)c1c(nn2ccccc12)C(C)C",CC(C)C(=O)c1c(nn2ccccc12)C(C)C
afloqualone,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O
metixene,CN1CCCC(CC2c3ccccc3Sc3ccccc23)C1,CN1CCCC(CC2c3ccccc3Sc3ccccc23)C1
quetiapine,"OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12, OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12, OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12",OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12
diazepam,CN1c2ccc(Cl)cc2C(=NCC1=O)c1ccccc1,CN1c2ccc(Cl)cc2C(=NCC1=O)c1ccccc1
pinitol,COC1C(O)[C@@H](O)C(O)C(O)[C@H]1O,COC1C(O)[C@@H](O)C(O)C(O)[C@H]1O
zaprinast,"CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1, CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1, CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1",CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1
diltiazem,"COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O, COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)C)C(=O)C1OC(C)=O, COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O, COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O",COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)C)C(=O)C1OC(C)=O
butoconazole,"Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1, Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1",Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
amantadine,"NC12CC3CC(CC(C3)C1)C2, NC12CC3CC(CC(C3)C1)C2",NC12CC3CC(CC(C3)C1)C2
regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1
aripiprazole,"Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl, Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl, Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl",Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl
disulfiram,"CCN(CC)C(=S)SSC(=S)N(CC)CC, CCN(CC)C(=S)SSC(=S)N(CC)CC, CCN(CC)C(=S)SSC(=S)N(CC)CC",CCN(CC)C(=S)SSC(=S)N(CC)CC
azelastine,"CN1CCCC(CC1)n1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O, CN1CCCC(CC1)n1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O",CN1CCCC(CC1)n1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O
levocabastine,C[C@@H]1CN(CC[C@]1(C(O)=O)c1ccccc1)[C@H]1CC[C@](CC1)(C#N)c1ccc(F)cc1,C[C@@H]1CN(CC[C@]1(C(O)=O)c1ccccc1)[C@H]1CC[C@](CC1)(C#N)c1ccc(F)cc1
mericitabine,CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C,CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C
SNX-2112,CC1(C)Cc2c(c(nn2-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)C(F)(F)F)C(=O)C1,CC1(C)Cc2c(c(nn2-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)C(F)(F)F)C(=O)C1
lisinopril,"NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O, NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O, NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O",NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
AT13387,"CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O, CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O",CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O
hyperin,OCC1OC(Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)C(O)C(O)C1O,OCC1OC(Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)C(O)C(O)C1O
reparixin,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(C)(=O)=O,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(C)(=O)=O
isosteviol,C[C@]12C[C@@]3(CC1=O)CC[C@H]1[C@@](C)(CCC[C@@]1(C)C(O)=O)C3CC2,C[C@]12C[C@@]3(CC1=O)CC[C@H]1[C@@](C)(CCC[C@@]1(C)C(O)=O)C3CC2
quizartinib,CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1,CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1
NM107,CC1(O)C(O)C(CO)OC1n1ccc(N)nc1=O,CC1(O)C(O)C(CO)OC1n1ccc(N)nc1=O
TAK-875,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3[C@H](CC(O)=O)COc3c2)c1,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3[C@H](CC(O)=O)COc3c2)c1
ilepcimide,O=C(C=Cc1ccc2OCOc2c1)N1CCCCC1,O=C(C=Cc1ccc2OCOc2c1)N1CCCCC1
chlorprothixene,"CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12, CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12, CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12",CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12
neo-gilurytmal,CCC[N+]12[C@H]3C[C@]45C(O)C3[C@@H](CC1[C@@H]4N(C)c1ccccc51)[C@H](CC)[C@H]2O,CCC[N+]12[C@H]3C[C@]45C(O)C3[C@@H](CC1[C@@H]4N(C)c1ccccc51)[C@H](CC)[C@H]2O
ritodrine,"C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1, C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1, CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1",CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
cis-urocanic-acid,"OC(=O)\C=C\c1c[nH]cn1, OC(=O)\C=C\c1c[nH]cn1",OC(=O)\C=C\c1c[nH]cn1
naproxen,"COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O, COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O, COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O, COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O",COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O
ipidacrine,Nc1c2CCCc2nc2CCCCc12,Nc1c2CCCc2nc2CCCCc12
PA-824,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc1ccc(OC(F)(F)F)cc1,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc1ccc(OC(F)(F)F)cc1
uric-acid,O=c1[nH]c2[nH]c(=O)[nH]c(=O)c2[nH]1,O=c1[nH]c2[nH]c(=O)[nH]c(=O)c2[nH]1
relcovaptan,"COc1ccc(cc1OC)S(=O)(=O)N1[C@@H](C(=O)N2CCC[C@H]2C(N)=O)[C@](O)(c2cc(Cl)ccc12)c1ccccc1Cl, COc1ccc(cc1OC)S(=O)(=O)N1[C@@H](C(=O)N2CCC[C@H]2C(N)=O)[C@](O)(c2cc(Cl)ccc12)c1ccccc1Cl",COc1ccc(cc1OC)S(=O)(=O)N1[C@@H](C(=O)N2CCC[C@H]2C(N)=O)[C@](O)(c2cc(Cl)ccc12)c1ccccc1Cl
tiracizine,CCOC(=O)Nc1ccc2CCc3ccccc3N(C(=O)CN(C)C)c2c1,CCOC(=O)Nc1ccc2CCc3ccccc3N(C(=O)CN(C)C)c2c1
mycophenolic-acid,"COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O, COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O, COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O, COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O",COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O
ecabapide,CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1
PRX-08066,Fc1ccc(CN2CCC(CC2)Nc2ncnc3sc(Cl)cc23)cc1C#N,Fc1ccc(CN2CCC(CC2)Nc2ncnc3sc(Cl)cc23)cc1C#N
BAY-87-2243,Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1,Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1
sotrastaurin,CN1CCN(CC1)c1nc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc2n1,CN1CCN(CC1)c1nc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc2n1
trazodone,"Clc1cccc(c1)N1CCN(CCCn2nc3ccccn3c2=O)CC1, Clc1cccc(c1)N1CCN(CCCn2nc3ccccn3c2=O)CC1",Clc1cccc(c1)N1CCN(CCCn2nc3ccccn3c2=O)CC1
clarithromycin,"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC, CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC
estramustine,C[C@]12CCC3C(CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)C1CC[C@@H]2O,C[C@]12CCC3C(CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)C1CC[C@@H]2O
linagliptin,"CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1, CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1, CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1, CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1",CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1
lacosamide,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1
filgotinib,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1
co-102862,NC(=O)N\N=C\c1ccc(Oc2ccc(F)cc2)cc1,NC(=O)N\N=C\c1ccc(Oc2ccc(F)cc2)cc1
bevirimat-dimeglumine,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O
BIBX-1382,"CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1, CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1",CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1
protirelin,NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1
birinapant,"CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c([nH]c2cc(F)ccc12)-c1[nH]c2cc(F)ccc2c1C[C@@H]1C[C@H](O)CN1C(=O)[C@H](CC)NC(=O)[C@H](C)NC, CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c([nH]c2cc(F)ccc12)-c1[nH]c2cc(F)ccc2c1C[C@@H]1C[C@H](O)CN1C(=O)[C@H](CC)NC(=O)[C@H](C)NC",CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c([nH]c2cc(F)ccc12)-c1[nH]c2cc(F)ccc2c1C[C@@H]1C[C@H](O)CN1C(=O)[C@H](CC)NC(=O)[C@H](C)NC
oxfendazole,"COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)c1ccccc1, COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)c1ccccc1",COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)c1ccccc1
pinaverium,COc1cc(Br)c(C[N+]2(CCOCCC3CC[C@H]4C[C@@H]3C4(C)C)CCOCC2)cc1OC,COc1cc(Br)c(C[N+]2(CCOCCC3CC[C@H]4C[C@@H]3C4(C)C)CCOCC2)cc1OC
tracazolate,CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12,CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12
ranitidine,"CN\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O, CN\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O, CN\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O, CN\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O",CN\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O
urapidil,"COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1, COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1, COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1",COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
ZK-93426,"CCOC(=O)c1ncc2[nH]c3cccc(OC(C)C)c3c2c1C, CCOC(=O)c1ncc2[nH]c3cccc(OC(C)C)c3c2c1C",CCOC(=O)c1ncc2[nH]c3cccc(OC(C)C)c3c2c1C
targinine,CNC(=N)NCCC[C@H](N)C(O)=O,CNC(=N)NCCC[C@H](N)C(O)=O
perchlozone,NC(=S)NN=Cc1ccncc1,NC(=S)NN=Cc1ccncc1
maribavir,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
bunazosin,CCCC(=O)N1CCCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1,CCCC(=O)N1CCCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1
cyproterone-acetate,"CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O, CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O, CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O",CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O
enisamium-iodide,C[n+]1ccc(cc1)C(=O)NCc1ccccc1,C[n+]1ccc(cc1)C(=O)NCc1ccccc1
isoconazole,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
asiatic-acid,"C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O, C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O",C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O
